Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
  BAMBOO DRUM  ,3,bamboo piece,2,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Miscellaneous,2413,397,K5pwygoJtxAXbj7db
sci-fi wall,5,star fragment,1,large star fragment,,,,,,,,,,200,NA,Celeste,,0,1.0.0,Wallpaper,2252,292,e4h5PiReE4wkz2mvY
  classic-library wall  ,10,book,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Wallpaper,2103,317,tWZXois4WZ3ztMwv6
  CARDBOARD SOFA  ,2,cardboard box,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,2131,500,XfuFR6TygpGsHECLn
wild log bench,8,hardwood,,,,,,,,,,,NFS,,NA,Jock villagers,,0,1.0.0,Housewares,332,436,ZGWN8wsv7hgjbLvdM
  lunar lander  ,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2225,386,jsL7MwKFFov5eWgcg
  bamboo basket  ,7,bamboo piece,,,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,2409,152,y7Zjyax97JJo6k4oJ
mush low stool,2,round mushroom,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3000,220,RZwmANPWaM7jntL5R
LOG STAKES,3,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Smug villagers,,0,1.0.0,Housewares,341,412,Wwp2YdfmcWaY9LdHK
dark tulip crown,5,black tulips,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3611,245,xJjpphgWJpHubYFET
  jingle wall  ,5,red ornament,5,blue ornament,5,gold ornament,5,clay,,,,,NFS,,NA,Balloons,Only available during Festive Season,0,1.0.0,Wallpaper,3450,291,yHZv2YNkbKzqaCich
  IRONWOOD CLOCK  ,2,wood,2,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,50,1.0.0,Wall-mounted,1040,94,vWYzQ9pTSBH5Wbmmk
  vaulting pole  ,5,softwood,,,,,,,,,,,500,,NA,Blathers; Nook's Cranny,,0,1.0.0,Tools,121,183,osL5JbW5XpPxQZR6b
natural garden table,9,hardwood,3,iron nugget,,,,,,,,,,200,NA,Tom Nook; Normal villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,375,224,gRf7qMpExewtthEWH
ornament mobile,1,red ornament,1,blue ornament,1,gold ornament,4,tree branch,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Wall-mounted,3430,433,RaotMSgnPsgG6PKLu
  watering can  ,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,110,280,2AGD3mCFzDSDNNZoK
  golden casket  ,8,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,200,1.0.0,Housewares,1105,569,erQLwMgyX6NwbpNmG
pile of leaves,3,pine cone,5,clump of weeds,,,,,,,,,NFS,,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2902,586,4DfamX3gvgQKPaGYi
  FISHING ROD  ,1,flimsy fishing rod,1,iron nugget,,,,,,,,,NFS,,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,106,282,FeccEGBoFMHyMM75Q
  bonfire  ,1,campfire,10,wood,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,,0,1.0.0,Housewares,201,34,JxApKgoud4gfvEcwk
scattered papers,1,document stack,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,2121,463,inzHEDTLeK6KZoiqa
big festive tree,6,red ornament,6,blue ornament,4,gold ornament,5,wood,5,clay,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3404,273,xArzFHH3vK5tq4r6y
CHERRY LAMP,10,cherry,2,clay,,,,,,,,,NFS,,NA,Peppy villagers,,100,1.0.0,Wall-mounted,1430,162,6hBjge6rn7Sxd5sr7
  money flooring  ,50000,bells,,,,,,,,,,,NFS,200,NA,Snooty villagers,,100,1.0.0,Floors,2190,473,6HtNgH3LKjQA5kxtg
  CHIC COSMOS WREATH  ,10,black cosmos,,,,,,,,,,,,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3548,444,XgThrnxG75cqkssWt
  tulip wand  ,1,red tulips,3,star fragment,,,,,,,,,,200,NA,Celeste,,0,1.0.0,Tools,3673,526,Hzq4v5JtEKASys3vY
ZEN-STYLE STONE,30,stone,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,815,568,236xGcHiXbpCRfWba
wooden chair,6,wood,,,,,,,,,,,NFS,,NA,Tom Nook; Snooty villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,311,15,e2Z5K68fA23E9FcdT
sauna heater,6,stone,3,iron nugget,3,wood,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,810,374,LmA3DipMGKZb35bBf
grass standee,2,wood,2,softwood,,,,,,,,,NFS,,NA,Normal villagers,,0,1.0.0,Housewares,378,582,Q7M9H8k9C9iTsWafA
  rope fence  ,4,iron nugget,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,990,549,376NtDBZyAE9mDtSo
STEAMER-BASKET SET,6,young spring bamboo,,,,,,,,,,,,200,NA,Balloons,Only available during Spring,0,1.0.0,Miscellaneous,2503,382,Z7Bb4ApKb6B8pNne2
  pear dress  ,8,pear,,,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Dresses,1682,615,Gc8pnkWgCZcMbeJnk
WOODEN FISH,3,wood,,,,,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Miscellaneous,463,193,2ZuPfoHnSXBEwWfPL
  snowflake wall  ,12,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Wallpaper,3352,323,m8fufjb9uRvsqguGC
BUNNY DAY GLOWY GARLAND,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wall-mounted,3731,700,o4dxxDMeguMH8zQzx
  GRASS SKIRT  ,7,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Bottoms,1286,603,zuxKqmoD6WAAzheNq
  PISCES LAMP  ,3,star fragment,2,Pisces fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2311,399,WkqrKtCEaK8GTwQ6L
  sakura-wood wall  ,5,cherry-blossom petal,10,wood,,,,,,,,,,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Wallpaper,2651,321,qweZmh7LNTLp9FDiY
orange wall,20,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Wallpaper,1350,303,8rnfwGyLMaw5FTMQb
LEAF UMBRELLA,15,clump of weeds,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Umbrellas,1282,456,DyPomQRjemr3vjDQt
MODERN WOOD WALL,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Wallpaper,520,320,LqPaTaPEXdwvFhGKC
  deer scare  ,3,bamboo piece,8,stone,3,clump of weeds,,,,,,,,200,NA,Cranky villagers,,50,1.0.0,Housewares,2408,359,Tdhp7ADcciKJj7y3H
COOL PANSY WREATH,10,purple pansies,,,,,,,,,,,NFS,,NA,All Villagers,,200,1.0.0,Wall-mounted,3559,450,RxiJe64ebSZy3dsHg
ROSE WAND,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3674,529,hH9qJNGJpxbY2TYTt
star head,5,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Headwear,2280,628,ruy96poyPqtxc5K4Y
  frozen partition  ,1,large snowflake,6,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3205,147,8MAAQxYSHaQBQ6A2t
  pansy wreath  ,3,yellow pansies,3,white pansies,3,red pansies,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3557,230,qPZnLEKoAZbQxXQiG
  knight's helmet  ,5,iron nugget,,,,,,,,,,,NFS,,NA,Cranky villagers,,100,1.0.0,Headwear,980,641,3u8tk4SyAemkHTRzz
WOODEN BOOKSHELF,5,book,10,wood,,,,,,,,,NFS,,NA,Lazy villagers,,100,1.0.0,Housewares,2102,404,XE27aTmxufH84fcWf
  iron garden table  ,5,iron nugget,,,,,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,901,65,LfmT6j46no2RNRXDi
ice wand,1,large snowflake,3,star fragment,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Tools,3290,533,pfuLcy3eLoxPsFMQy
SHELL BED,5,giant clam,3,clay,4,stone,,,,,,,,200,NA,Peppy villagers,,0,1.0.0,Housewares,2703,181,PQaCd4ohLujJeKoLQ
  OIL-BARREL BATHTUB  ,1,oil barrel,1,campfire,2,stone,,,,,,,NFS,,NA,Jock villagers,,100,1.0.0,Housewares,2150,394,kvTajEX5oeZ2DDyjt
  WEDDING FENCE  ,5,iron nugget,3,softwood,,,,,,,,,NFS,,NA,Harvey,Only available during Wedding Season,0,1.2.0,Fencing,992,714,yZNfKe6dESLFFQ8J4
  shovel  ,1,flimsy shovel,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,104,281,M3RrgtikixGSNWq24
  CLACKERCART  ,2,hardwood,6,softwood,,,,,,,,,NFS,,NA,Lazy villagers,,0,1.0.0,Housewares,402,164,EqWJqEqcpki2TCTXS
  gold bars  ,3,gold nugget,,,,,,,,,,,,,NA,Snooty villagers,,100,1.0.0,Miscellaneous,1100,81,3DtQMaiAHW8XDdX4c
  dark lily crown  ,6,black lilies,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3625,257,Fr3oaQMDbkQ9N9i8t
  MODELING CLAY  ,2,clay,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Miscellaneous,700,574,Z7ycbJwgAh8HWaaSm
APPLE UMBRELLA,7,apple,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Umbrellas,1780,623,N2aQCn6hYqjw2ijPX
TRADITIONAL STRAW COAT,8,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Tops,1285,604,ofx4zP9Qj2tovbm3G
  bamboo bench  ,8,bamboo piece,,,,,,,,,,,NFS,200,NA,Normal villagers,,50,1.0.0,Housewares,2401,46,iRBcw227DDdksTz3J
  flimsy shovel  ,5,hardwood,,,,,,,,,,,280,200,NA,Blathers; Nook's Cranny,,0,1.0.0,Tools,103,19,bPp3TpiueJDRte9wT
shell wand,3,summer shell,3,star fragment,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Tools,2890,534,ZTaYhxtmS2F575QLd
boomerang,3,hardwood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Wall-mounted,481,171,rMasSCDby69z84Fai
mossy garden rock,15,stone,15,clump of weeds,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,807,647,Fn45YxZCtsHx5u3t2
medium cardboard boxes,4,cardboard box,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2135,610,Q9uBnt9n4okWbCgvg
SHELL TABLE,7,sand dollar,3,clay,,,,,,,,,,200,NA,Peppy villagers,,0,1.0.0,Housewares,2702,178,RXY6M4BmsWFJNqHAt
  log wall-mounted clock  ,2,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Wall-mounted,340,115,qAiYovJGN6oxwXWqY
PURPLE HYACINTH CROWN,6,purple hyacinths,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3622,239,aHwaJQnuBTPrrjRtM
birdhouse,2,wood,5,softwood,,,,,,,,,NFS,200,NA,Tom Nook; Peppy villagers,,0,1.0.0,Housewares,435,41,cDe3r9tficCbWgmH4
iron wall lamp,4,iron nugget,2,clay,,,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Wall-mounted,930,122,b9KAgbNSetaJieTKp
  bamboo hat  ,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Headwear,1284,607,p6dWvgRwv6574A7md
shell arch,3,sea snail,3,venus comb,3,sand dollar,3,coral,3,giant clam,3,cowrie,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,2705,175,o6M2coQ6bLoDQsWBm
golden shovel,1,shovel,1,gold nugget,,,,,,,,,NFS,200,NA,Helping Gulliver 30 times,,0,1.0.0,Tools,113,660,aEtPEYkwgj9BJ48Et
traditional balancing toy,4,acorn,2,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2905,411,8jd6NZ7MD7hJjAgbw
  ORANGE END TABLE  ,10,orange,4,wood,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,1300,185,XsnyjhPAFhghBQj7r
barrel,5,wood,2,iron nugget,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,431,165,QBxsHQZ8DpGYE7d8S
  raccoon figurine  ,6,clay,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,705,520,c3iADXgcRcQv3cTF3
  iron garden bench  ,8,iron nugget,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,902,63,oDze7K3AbxFpni27M
  ILLUMINATED REINDEER  ,6,gold ornament,5,iron nugget,,,,,,,,,,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3409,392,PWkTWdSn5n9DncHBJ
  ironwood dresser  ,7,wood,4,iron nugget,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,1002,86,zHZA38BSSukQPvfAx
  outdoor picnic set  ,10,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,2603,422,uG5LkajvrX63DoMwC
  PANSY CROWN  ,2,red pansies,2,yellow pansies,2,white pansies,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3617,246,X8taQdT4nzX6wvY3S
  wave breaker  ,10,stone,10,clay,,,,,,,,,NFS,200,1500,Nook Miles Exchange,,0,1.0.0,Housewares,813,55,CruEkwMoLo3LcnyG4
  DRINKING FOUNTAIN  ,8,stone,2,iron nugget,,,,,,,,,,200,800,Nook Miles Exchange,,0,1.0.0,Housewares,803,77,tsTxksskAQtbvJMWB
cool windflower wreath,3,blue windflowers,3,pink windflowers,3,white windflowers,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3541,441,Aer6cEdrENAWFD4TP
  lily wand  ,1,white lilies,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3677,530,sKXdSX9eDXe7mEpxG
STAR POCHETTE,6,star fragment,,,,,,,,,,,,200,NA,Celeste,,0,1.0.0,Bags,2281,627,4fJpnNtzwpyCgJcNg
  shell lamp  ,2,giant clam,3,clay,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Miscellaneous,2706,182,27oeQoY4DhhmPaEWS
  floral swag  ,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,50,1.0.0,Wall-mounted,1230,121,d2brTtEXPaFRfbcFh
  bamboo speaker  ,3,bamboo piece,1,iron nugget,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,2411,591,59rwk7hPFaeWEX7AY
CHOCOLATE HERRINGBONE WALL,15,softwood,,,,,,,,,,,,200,NA,Smug villagers,,0,1.0.0,Wallpaper,525,313,TvTxY9NBsDvQfXAJH
bamboo floor lamp,8,bamboo piece,,,,,,,,,,,NFS,200,NA,Normal villagers,,50,1.0.0,Housewares,2410,159,47AeakgHNdNvSvLRb
flimsy watering can,5,softwood,,,,,,,,,,,280,200,NA,Tom Nook; Nook's Cranny,,0,1.0.0,Tools,109,20,FnnhLbn7KQdg2Xqey
  LOG DINING TABLE  ,15,hardwood,,,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,333,118,TeyLyttsCPPGxsfgu
BUNNY DAY FENCE,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Fencing,3790,712,4Kdig9tWPTr4Xx6Kv
  brick fence  ,6,clay,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,790,99,F7bg775Kh6niY7gcZ
  stack of books  ,5,book,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Miscellaneous,2100,196,wRs5mmgErDd3guzAD
golden toilet,6,gold nugget,,,,,,,,,,,NFS,200,NA,Snooty villagers,,200,1.0.0,Housewares,1106,262,LExLS6QXyLuhewyZm
  pretty tulip wreath  ,3,orange tulips,3,pink tulips,3,purple tulips,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3550,361,z4k9YXZrLp9x6TXXF
bamboo flooring,15,bamboo piece,,,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Floors,2460,485,JyK3oMGwWg46SZ7M6
BACKYARD LAWN,30,clump of weeds,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Floors,1261,487,pCoJi3w8hqsWKsBvz
trophy case,24,hardwood,3,gold nugget,6,iron nugget,,,,,,,NFS,,NA,Jock villagers,,100,1.0.0,Housewares,401,576,jtaKPkvSoNZGcDrNt
  IRON CLOSET  ,12,iron nugget,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,904,573,PamdzQi8BcNbAqHmL
  Libra scale  ,3,star fragment,2,Libra fragment,2,gold nugget,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Miscellaneous,2306,132,td7wJhwym4yZKy6tQ
  WOODEN FULL-LENGTH MIRROR  ,5,wood,1,iron nugget,,,,,,,,,NFS,,NA,Peppy villagers,,0,1.0.0,Housewares,320,502,dn4EDHGArXPGhs2Mx
  FROZEN-TREAT SET  ,1,large snowflake,1,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Miscellaneous,3200,194,ygrBuPoB8ZKRjnXXD
pot,5,clay,,,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Miscellaneous,703,37,4kNto6azXBJEzDZvA
  tree's bounty big tree  ,5,pine cone,4,acorn,4,maple leaf,8,tree branch,4,clay,,,NFS,,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,2908,417,WruuvjyZLeuYLkpca
  tulip wreath  ,3,red tulips,3,yellow tulips,3,white tulips,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3549,360,jpfWEEc78PXeP26Js
cherry rug,6,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Rugs,1470,543,pMnYDcm7v9cjAdLj2
  fountain  ,1,drinking fountain,20,stone,8,iron nugget,,,,,,,NFS,200,3000,Nook Miles Exchange,,0,1.0.0,Housewares,804,599,LWAeuHiDEv25pHRQx
stone-egg shell,2,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3763,676,bC74Ws22wnGThm6Mh
old-fashioned washtub,3,softwood,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Miscellaneous,464,195,ebzFXSHFr3vGLoDSb
mush table,2,flat mushroom,6,wood,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3003,32,cECL9PSx9yNfPWNvW
APPLE HAT,5,apple,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Headwear,1781,622,5ABmQxkN3SatETcEg
  BEEKEEPER'S HIVE  ,3,wasp nest,5,wood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,2000,204,nxtm2DdtRcHzAyrZX
LARGE CARDBOARD BOXES,5,cardboard box,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2136,611,6eBT8zf9Fv2GWbZRk
  PEACH DRESS  ,8,peach,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Dresses,1582,618,zmPZEvBG6yYGmeFBx
palm-tree lamp,4,coconut,4,wood,4,clay,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,1801,575,FcvtqX5qPrfTkDm7Z
axe,1,flimsy axe,3,wood,1,iron nugget,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,102,271,b3QE9sXE7w5KCXkS5
birdcage,8,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,404,216,Dm56HseZexdC2ctda
wooden table mirror,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Miscellaneous,321,572,7QmfhABkJayiuyPTt
starry-sands flooring,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2861,667,eR5A2YsGKuygX85s2
APPLE CHAIR,10,apple,4,wood,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,1700,189,HB55bMQf4D57ekNf4
  lunar rover  ,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2226,373,bu2WXQC6ajuQYYejk
  RED-LEAF PILE  ,3,maple leaf,4,clump of weeds,,,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Maple Leaf Season,0,1.0.0,Housewares,2901,589,mLrdRGTNsXKuekHhN
leaf-egg shell,2,leaf egg,,,,,,,,,,,NFS,200,NA,Collecting leaf eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3766,679,9Bf5xhQJQHvW8n8Jc
golden watering can,1,watering can,1,gold nugget,,,,,,,,,NFS,200,NA,5-star town evaluation,,0,1.0.0,Tools,116,659,HShnyCLB3cPL5xNTx
BAMBOO LATTICE FENCE,6,bamboo piece,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,2490,101,kFi2XW9eoPkAoWdS5
  ROCKING HORSE  ,5,softwood,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,403,102,mYp7N7KfrH4GprNif
IRON SHELF,14,iron nugget,,,,,,,,,,,,200,NA,Big Sister villagers,,0,1.0.0,Housewares,905,128,McdRNpxXrk9xKkK4S
blossom-viewing lantern,6,cherry-blossom petal,4,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,2604,427,7dxFMY3pjTmv4D3QX
green grass skirt,7,clump of weeds,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Bottoms,1287,605,mzQREt22Mh8reP5WY
  bamboo wand  ,6,young spring bamboo,3,star fragment,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Tools,2590,538,Z5FSewP6wM2McqRCJ
EARTH-EGG SHOES,2,earth egg,,,,,,,,,,,NFS,,NA,Collecting earth eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3762,675,usLoxmkjFnPhxs9nr
  HONEYCOMB FLOORING  ,5,wasp nest,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Floors,2060,472,Yq6j7ppP9e4k6GuSz
  wooden low table  ,10,wood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,314,491,xA3hY8ZZd3qm9SqmP
  FLOWER STAND  ,1,red roses,2,pink roses,2,orange roses,2,white liles,1,yellow lilies,4,purple windflowers,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,3508,608,faN686NpjrFkDricn
  stone tablet  ,12,stone,,,,,,,,,,,NFS,200,800,Nook Miles Exchange,,0,1.0.0,Housewares,817,651,DoFhuq2qKsiTHz6T6
MUSH LAMP,1,skinny mushroom,5,clay,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3006,51,vTR3yJt55jtNGdprm
GALAXY FLOORING,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Floors,2260,482,e3XyJ7j4bQYXSRDBW
straw fence,10,clump of weeds,3,wood,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,1290,552,WpBzuYymcgmxSCn2m
wooden table,15,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,315,201,vXEY4HbrHoAoiQn9s
tall lantern,18,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,818,653,5LkbaD7PpwzSvzERR
BUNNY DAY FESTIVE BALLOONS,1,stone egg,1,wood egg,1,water egg,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3707,704,gSFqr84aRRt85bwzj
WINDFLOWER CROWN,2,red windflowers,2,orange windflowers,2,white windflowers,,,,,,,,200,NA,All Villagers,,0,1.0.0,Headwear,3600,240,2bHpYXqeSKyRgCsHx
  flat garden rock  ,20,stone,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,806,646,JFxaTW3m9gD8zWTyQ
  LUCKY GOLD CAT  ,2,gold nugget,1,lucky cat,,,,,,,,,NFS,200,NA,Snooty villagers,,100,1.0.0,Miscellaneous,1107,578,bKrB5YcmewKR5AWot
  water-egg shell  ,2,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3775,688,YqZedKTDWgjDWcTR4
  frying pan  ,2,iron nugget,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Miscellaneous,908,199,bgMKMNGmxjKPXaDNp
  DOCUMENT STACK  ,1,scattered papers,,,,,,,,,,,,,NA,Smug villagers,,100,1.0.0,Miscellaneous,2120,462,rLvnyoEj48NFgsNpX
  orange wall-mounted clock  ,10,orange,2,wood,,,,,,,,,,,NA,Lazy villagers,,100,1.0.0,Wall-mounted,1330,184,rJaAL5N8CQQ5dPd9y
mini DIY workbench,3,wood,3,hardwood,3,softwood,2,iron nugget,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,301,82,sLGJoXrKyqJ4bdhxb
