Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
ringtoss,2,wood,2,softwood,,,,,,,,,,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Miscellaneous,460,43,oADtSa2zmTwZ9NMQz
  MUSH PARTITION  ,3,skinny mushroom,,,,,,,,,,,,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3008,138,J89MsT5JKW43XJ4r8
  MANGA-LIBRARY WALL  ,10,magazine,,,,,,,,,,,NFS,,NA,Peppy villagers,,100,1.0.0,Wallpaper,2112,316,8JLp8kSxRMRChTXaT
    TULIP SURPRISE BOX    ,5,red tulips,3,softwood,,,,,,,,,,,NA,Jock villagers,,50,1.0.0,Housewares,3503,495,vn4G8vMx3426p84wv
  COOL PANSY CROWN  ,3,orange pansies,3,blue pansies,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3618,247,HH3M3xNAeCLsHTZRj
tiki torch,5,tree branch,5,wood,,,,,,,,,,200,NA,Tom Nook; Cranky villagers,,0,1.0.0,Housewares,202,103,cLXnJ7cnYZc8Pbh2T
CHERRY UMBRELLA,7,cherry,,,,,,,,,,,,,NA,Peppy villagers,,100,1.0.0,Umbrellas,1480,614,pKzsdzbBmNX3hZd7R
  dark rose wreath  ,3,black roses,6,purple roses,,,,,,,,,,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3554,446,utyr7MwFDwd8syFcW
    HYACINTH CROWN    ,4,red hyacinths,2,yellow hyacinths,2,white hyacinths,,,,,,,,200,NA,All Villagers,,0,1.0.0,Headwear,3620,237,wChSX5vstYGQaWma7
  wooden-block chest  ,1,wooden-block toy,12,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,355,24,9cAfAFEhqMFHTefLC
cherry wall,20,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Wallpaper,1450,307,c4EyTmXti6TusMbGF
magazine rack,2,magazine,4,wood,,,,,,,,,,,NA,Peppy villagers,,100,1.0.0,Miscellaneous,2110,413,8xG78nXxXkRwPuhqX
  jail bars  ,5,iron nugget,,,,,,,,,,,NFS,,NA,Cranky villagers,,0,1.0.0,Housewares,912,435,cQRevEHviBPSXaDRz
LEAF CAMPFIRE,3,pine cone,5,clump of weeds,3,tree branch,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2903,509,ziEwyR6mTntmTaKfX
  STACKED MAGAZINES  ,6,magazine,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Miscellaneous,2111,197,3gMLM9p6vJS37zTZe
  COOL HYACINTH WREATH  ,3,orange hyacinths,3,blue hyacinths,3,pink hyacinths,,,,,,,NFS,,NA,All Villagers,,100,1.0.0,Wall-mounted,3561,453,HaC5frhoXCDpy5YYj
  FROZEN CHAIR  ,1,large snowflake,3,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3201,142,jJq4Bjw6SaE7S8mnT
  GOLD ARMOR  ,8,gold nugget,,,,,,,,,,,NFS,,NA,Smug villagers,,100,1.0.0,Dresses,1181,566,9ThvdcF6fyMHcpzx2
  lunar surface  ,5,star fragment,1,large star fragment,,,,,,,,,NFS,,NA,Celeste,,0,1.0.0,Floors,2261,478,AbKXzqwJaJDmWnB9o
    iceberg flooring    ,10,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Floors,3361,289,hbGr49z9cKw5qeryp
RECYCLED-CAN THUMB PIANO,1,empty can,1,wood,1,iron nugget,,,,,,,,200,NA,Fishing up an empty can,,0,1.0.0,Miscellaneous,600,504,Wg8fZ2B2HqkvzvHDP
  plain wooden shop sign  ,6,wood,,,,,,,,,,,NFS,,NA,Jock villagers,,0,1.0.0,Housewares,372,166,q5Gq6yTqh25mfP83A
  WOOD-EGG OUTFIT  ,3,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3770,683,Cqe6TyaE38gnjAtmr
    SIMPLE DIY WORKBENCH    ,5,hardwood,1,iron nugget,,,,,,,,,,200,NA,Jock villagers,,0,1.0.0,Housewares,300,494,BBHuZzdLe6H7GEw2R
TREE'S BOUNTY LITTLE TREE,6,pine cone,4,acorn,1,hardwood,,,,,,,,200,NA,Balloons; Isabelle,Only available during Fall,0,1.0.0,Miscellaneous,2907,416,RgkwpSJpTC2nEc6vB
  rose bed  ,10,red roses,5,wood,,,,,,,,,NFS,,NA,Smug villagers,,50,1.0.0,Housewares,3504,507,7JwEWxhn5RhmvkgpS
cool windflower crown,3,blue windflowers,3,pink windflowers,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3601,241,8KsLNr5dskMACBgmg
  purple hyacinth wreath  ,10,purple hyacinths,,,,,,,,,,,,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3562,452,QXWyxbAncQeicP3xY
  golden wall  ,4,gold nugget,,,,,,,,,,,NFS,,NA,Smug villagers,,100,1.0.0,Wallpaper,1150,299,u7gdHaAk5nbB4p5Ru
  mum wreath  ,3,white mums,3,yellow mums,3,red mums,,,,,,,,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3543,231,LS93qbKCcMQLExqMG
  bone doorplate  ,3,softwood,,,,,,,,,,,,,NA,Lazy villagers,,50,1.0.0,Wall-mounted,500,467,jbvhjbWecrky57s9e
  golden seat  ,5,gold nugget,,,,,,,,,,,NFS,200,NA,Snooty villagers,,200,1.0.0,Housewares,1103,133,EgGa9re6PRbpcCESz
    cosmos shower    ,5,pink cosmos,3,iron nugget,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,3502,501,WqnkcGJydxs7ueTdr
  VIRGO HARP  ,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2305,368,kWfYtKDBGdFbzayNq
vertical-board fence,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,581,100,gJHaHfwkn4dANzaTt
  shell rug  ,3,giant clam,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Rugs,2770,668,pJJzEZ9zTJQvgRdLu
    wooden chest    ,16,wood,,,,,,,,,,,NFS,,NA,Lazy villagers,,0,1.0.0,Housewares,317,17,hAgLHeuw7xfkbzjpu
TERRARIUM,12,clump of weeds,2,iron nugget,,,,,,,,,NFS,,NA,Normal villagers,,0,1.0.0,Miscellaneous,1202,391,d7WN5879xto3Q7egY
    star wand    ,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,2291,523,yv5a3yQPS9tmBjhaP
    pine bonsai tree    ,8,pine cone,5,clay,,,,,,,,,NFS,,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2910,592,ifZ8RQ4kxXgJawABR
PEACH SURPRISE BOX,10,peach,4,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Miscellaneous,1501,188,47GdZP9FTse2XqXCv
wooden toolbox,4,softwood,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,468,579,qaHmYYCti572DQqW8
LEAF MASK,10,clump of weeds,,,,,,,,,,,,,NA,Peppy villagers,,0,1.0.0,Headwear,1281,635,ng67WBZo7rRfQSWDa
  STONE-EGG OUTFIT  ,3,stone egg,,,,,,,,,,,NFS,,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3764,677,xrQW5CeTyHda2fcut
  ski-slope flooring  ,8,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Floors,3360,483,obRJkb8TbaWbaBxAt
  purple windflower crown  ,6,purple windflowers,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3602,242,kz9eW99mbZKy5QZSA
chic windflower wreath,10,purple windflowers,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3542,440,2W5Pa9MKWHhknBENu
  fossil doorplate  ,1,fossil,2,stone,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Wall-mounted,840,464,eig2yBncaDeGLkfKP
    STONE WALL    ,10,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,850,318,jkx7FkcrQdSWPqno2
    simple wooden fence    ,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,588,656,ZGyfJBiFPk58dPFfn
  SHELL STOOL  ,5,cowrie,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,2700,177,f4wdMHhuARgmQfdnB
  OUTDOOR BATH  ,20,stone,1,shovel,,,,,,,,,NFS,200,3000,Nook Miles Exchange,,0,1.0.0,Housewares,812,410,9odpMYcPqYJvqQ9qs
  LOG PACK  ,3,wood,5,hardwood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Bags,570,638,fGoNxEDmgeZRehXXj
  diy workbench  ,5,wood,5,hardwood,5,softwood,3,iron nugget,1,mini DIY workbench,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,302,263,sjr8rh3ZujiLscc3C
  steel-frame wall  ,8,iron nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,950,325,zStKcz96GL8oDdLW9
    hearth    ,2,bamboo piece,5,iron nugget,4,clay,5,hardwood,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Housewares,2407,217,HwZwNAuYqaBbwS2YL
    lily wreath    ,3,white lilies,3,red lilies,3,yellow lilies,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3563,438,T79DghfmPpWspJ9Eq
rose crown,2,red roses,2,yellow roses,2,white roses,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3612,252,nn5Ax694CmD7dzkDZ
FESTIVE TREE,3,red ornament,3,blue ornament,3,gold ornament,5,wood,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3403,274,vtwGE69N2Z3GppKwx
  LOG STOOL  ,4,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Peppy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,330,116,KCkvMzSKZoAGpFFvX
  cute lily crown  ,2,pink lilies,2,orange lilies,2,white lilies,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3624,256,WNR9mPLvre4qtfrnQ
    PURPLE PANSY CROWN    ,6,purple pansies,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3619,248,NJ8nZjXNYWmYkzzGA
  garden bench  ,12,wood,4,iron nugget,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,1009,124,AToP4B59FCDjcpbHj
  TIRE STACK  ,3,old tire,,,,,,,,,,,NFS,200,NA,Fishing up three old tires,,0,1.0.0,Housewares,602,60,tNsxG387ihB4YLsx6
IRON FRAME,20,iron nugget,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,915,79,hzFGkyKC77m5kAHSA
    HAY BED    ,20,clump of weeds,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Housewares,1200,167,7TFmXPG98wdcvvQe6
    CLASSIC PITCHER    ,4,clay,,,,,,,,,,,NFS,200,NA,Tom Nook; Snooty villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Miscellaneous,702,192,jtdnvzuzyxYDa6xov
COLORED-LEAVES FLOORING,10,maple leaf,15,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Floors,2960,476,ENEvnncek9KfcwS9G
  SPACE SHUTTLE  ,5,star fragment,10,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2223,381,rh4nYL67r9Cy33pxj
PAN FLUTE,7,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Tools,134,398,oEeGqoaMP9XdQE3NF
  PEACH HAT  ,5,peach,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Headwear,1581,619,iSQTJwDAeiFowjbt5
  golden wand  ,2,gold nugget,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,1190,539,RgNWgCdnAK2qjJTmo
  WOODEN BUCKET  ,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,Tom Nook; Smug villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,432,16,8ckCy9CHdL6iXXptE
  SILO  ,12,iron nugget,6,hardwood,12,clay,12,stone,,,,,NFS,200,3000,Nook Miles Exchange,,0,1.0.0,Housewares,708,598,6czwDvwNcJ6aLqsPm
  mush parasol  ,3,flat mushroom,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3007,139,WwaYiBvDKvBJzD3Bg
  CORRAL FENCE  ,6,wood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,580,269,MRhMdwsDKNuaDfi8s
  wooden-block table  ,1,wooden-block toy,8,softwood,,,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,354,26,XT35v4Sb4K3QH2dWC
  kettlebell  ,5,iron nugget,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Miscellaneous,913,600,Mmspyi3WpibXgBh2u
WEDDING WAND,1,wedding flower stand,3,star fragment,,,,,,,,,NFS,200,NA,Cyrus,Only available during Wedding Season,0,1.2.0,Tools,3678,715,LokHc5XaxADprKGWJ
  basement flooring  ,10,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Floors,860,474,RdpaWYGrZLzQWtKDJ
  CHERRY-BLOSSOM-TREES WALL  ,10,cherry-blossom petal,5,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Wallpaper,2650,480,C4v4pT2hwNJdB82tD
  straw umbrella hat  ,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Headwear,1283,606,ADu83C55zHi4DfoFp
    SHELL FOUNTAIN    ,5,giant clam,3,stone,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2701,180,FQcXcbtASXK7kdQ9Q
  crescent-moon chair  ,7,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2201,432,3FcpSCLM9gcJrNhMu
  wooden waste bin  ,4,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,322,173,kJHkBWB2YyDQwJWDN
    BASKET PACK    ,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Bags,2580,645,j2a3p7Gtpy8fW2Z5S
  FLIMSY AXE  ,5,tree branch,1,stone,,,,,,,,,280,200,NA,Tom Nook; Nook's Cranny,,0,1.0.0,Tools,100,10,6WFHd6r74ZDND9eCx
  BUNNY DAY CROWN  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,All villagers,Only available during Bunny Day,0,1.1.0a,Headwear,3780,693,ARB6gWR7MFyiPoP3b
    jungle wall    ,15,clump of weeds,3,wood,3,hardwood,3,softwood,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Wallpaper,1250,326,sKFxDKgEMLzZtPu7K
cancer table,3,star fragment,2,Cancer fragment,2,gold nugget,3,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2303,371,FvH6DXMtKuuXbmRdS
hyacinth wreath,3,white hyacinths,3,red hyacinths,3,yellow hyacinths,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3560,232,ysyo8kjy4NBvj929M
  frozen pillar  ,1,large snowflake,4,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3207,148,NLsTNAekFvRenddKs
    manhole cover    ,3,iron nugget,,,,,,,,,,,NFS,200,800,Nook Miles Exchange,,0,1.0.0,Housewares,917,277,6Zi8pyz29evu2n464
    EGG PARTY HAT    ,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,Learning all egg outfit DIYs,Only available during Bunny Day,0,1.1.0a,Headwear,3778,691,SCBtDqCaR7QLCprjw
aroma pot,3,clay,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Miscellaneous,704,30,BTu3bRj64f2dwdDXa
  BAMBOO WALL  ,15,bamboo piece,,,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Wallpaper,2450,322,BYCNmo3a3HZQXWqHK
    bamboo noodle slide    ,7,young spring bamboo,3,wood,,,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Spring,0,1.0.0,Housewares,2502,424,P9SmzDkYdcYuPmRop
  FLIMSY FISHING ROD  ,5,tree branch,,,,,,,,,,,280,200,NA,Tom Nook,,0,1.0.0,Tools,105,21,9JboJHudaWqqbQxbZ
  dark lily wreath  ,10,black lilies,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3565,454,ExWh3urifQgJTCCH3
    holiday candle    ,5,red ornament,5,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Miscellaneous,3401,372,5f7xR7Kvm2mMwpGjz
  wooden simple bed  ,18,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,318,18,ayWFNoe5BBmR5JDde
  TREE-BRANCH WAND  ,5,tree branch,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,290,535,8WNAJXXX3Dn4Ggv5T
    golden slingshot    ,1,slingshot,1,gold nugget,,,,,,,,,NFS,200,NA,Shooting 300 balloons,,0,1.0.0,Tools,117,661,W7WY5fpjB4Lc36YYs
  WAND  ,2,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,123,532,8vcfcHLWY7MLbb9Hn
  CHERRY SPEAKERS  ,10,cherry,2,iron nugget,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Miscellaneous,1400,161,TtSKEhTt2uf2P9Mcj
blue rose crown,6,blue roses,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3615,459,5oscGctPhHbHFeSHY
    HYACINTH LAMP    ,5,purple hyacinths,3,clay,,,,,,,,,NFS,200,NA,Big Sister villagers,,50,1.0.0,Miscellaneous,3506,506,fBKmq2YprMreQQrYo
    succulent plant    ,10,clump of weeds,1,empty can,,,,,,,,,NFS,200,NA,Fishing up an empty can,,0,1.0.0,Miscellaneous,1201,190,YyxnntEPTDukJaRfY
  MUSH WALL  ,1,elegant mushroom,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Wallpaper,3051,308,6HKBjFrzRdfY5PArn
tiny library,3,book,5,wood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,2101,278,rMWDf7X5P5jp8TnjK
    forest wall    ,2,elegant mushroom,2,round mushroom,2,skinny mushroom,2,flat mushroom,10,wood,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Wallpaper,3050,484,dtfYZqMNT9jsPDwTj
  sky-egg shell  ,2,sky egg,,,,,,,,,,,NFS,200,NA,Collecting sky eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3772,685,dvaSzuxBdqGoQsQtn
  tree's bounty arch  ,4,pine cone,5,acorn,5,maple leaf,15,tree branch,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,2909,423,WQSMn7PgNkGiLjJaT
  BARBELL  ,10,iron nugget,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,914,395,A3fKpbNzYnRZwYMbx
    WESTERN-STYLE STONE    ,30,stone,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,814,518,5BDsJhPKYRpxFjyvz
    trash bags    ,1,empty can,1,boot,1,old tire,,,,,,,NFS,200,NA,Fishing up all 3 trash items,,0,1.0.0,Miscellaneous,603,66,yofDbWxuR2q36otG4
  GOLD ROSE WREATH  ,10,gold roses,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3556,449,fYHqu9bGpt2ivTWRt
    PEAR RUG    ,6,pear,,,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Rugs,1670,546,eEcepcMqPiijQzjta
  jungle flooring  ,10,clump of weeds,10,clay,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Floors,1260,470,8Dg67mD5L3628ZfXP
  natural square table  ,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,374,670,4nASdZyjax8qv3B8T
  pile of zen cushions  ,3,zen cushion,,,,,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Housewares,2140,521,2CGSv5apJjzb9AZS5
  IRON ARMOR  ,8,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Dresses,981,640,qMDWWFfXPFTMpGTpQ
  golden net  ,1,net,1,gold nugget,,,,,,,,,NFS,200,NA,Completing bug Critterpedia,,0,1.0.0,Tools,115,658,cnQ4qLNgFDK7F4NQJ
APPLE DRESS,8,apple,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Dresses,1782,621,KmfTvhh3qeyd6WcFJ
  IRON DOORPLATE  ,2,iron nugget,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,50,1.0.0,Wall-mounted,940,468,ckD6nctsXhWjtaRmJ
wood-egg shell,2,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3769,682,Dokk8EnqpoFPBXD8R
  tulip crown  ,2,red tulips,2,yellow tulips,1,white tulips,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3609,243,Ltt8w4xYy5Qfp9R9b
  sandy-beach flooring  ,1,sea snail,1,venus comb,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,Jock villagers,,0,1.0.0,Floors,2760,669,39nh7pMHJthnDFjYE
CHERRY-BLOSSOM CLOCK,5,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Wall-mounted,2630,426,9kPKbzAAQzJTu9758
  gong  ,6,iron nugget,5,wood,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,910,393,sLG4MSw3ReWmoBQNf
    shell wreath    ,1,summer shell,1,sea snail,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Wall-mounted,2840,219,k7dondWtbpmYBYHaX
water-egg outfit,3,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3776,689,7iGNX78irzAu3Z5rw
wooden end table,8,wood,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,313,170,nJDFrN9LmyK3FN7ZT
  golden dishes  ,1,gold nugget,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Miscellaneous,1101,131,NX2ZZ8qZnEqqWtSGH
net,1,flimsy net,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,108,283,FZBFrFQRtepzzWPFp
    flimsy net    ,5,tree branch,,,,,,,,,,,280,200,NA,Tom Nook,,0,1.0.0,Tools,107,22,jF9AD5TZekwWomWwJ
  CHERRY-BLOSSOM BONSAI  ,6,cherry-blossom petal,2,hardwood,3,clump of weeds,3,clay,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Miscellaneous,2601,375,ToGQibiXb4sB3pT7B
    LEAF    ,5,clump of weeds,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Accessories,1280,261,cJ9rqxsr9oZKrjHXJ
  GOLDEN FLOORING  ,4,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Floors,1160,475,Xju8kS2TB7B9EXbDG
BROWN HERRINGBONE WALL,15,softwood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Wallpaper,524,312,YXiuGMDZmkG7wbuQn
pretty cosmos wreath,3,orange cosmos,3,pink cosmos,3,red cosmos,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3547,445,sSXrhgXnaQfP53KFk
    BIRDBATH    ,6,stone,,,,,,,,,,,NFS,200,NA,Tom Nook; Snooty villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,802,42,73BAmDLcYdhSDnHLR
    bamboo sphere    ,3,bamboo piece,,,,,,,,,,,NFS,200,NA,Normal villagers,,50,1.0.0,Miscellaneous,2404,420,4DSiABqB4KvShtQdM
ROBOT HERO,1,rocket,1,gold armor,30,rusted part,90,iron nugget,10,gold nugget,,,NFS,200,5000,Nook Miles Exchange,,0,1.0.0,Housewares,2228,594,4AjeuiarF5T2AAKSG
  IRON WORKTABLE  ,10,iron nugget,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,903,126,yoWsZbmhYnfeXhTgr
MAPLE-LEAF POCHETTE,6,maple leaf,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Bags,2981,631,7uFqbJaQoW2doC3B3
    gemini closet    ,3,star fragment,2,Gemini fragment,2,gold nugget,6,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2302,377,jD3cfJDgrgBozKYnz
CREST DOORPLATE,4,iron nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,50,1.0.0,Wall-mounted,941,469,rBCZK2XaMKZ4jXrNH
  bamboo lunch box  ,4,bamboo piece,,,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Miscellaneous,2406,421,ejw8RfXvq8vPJuLod
    tree standee    ,5,wood,8,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,381,585,QnPjCxDRTXoQDHYqZ
  GREEN-LEAF PILE  ,1,young spring bamboo,10,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Housewares,2501,587,yN7Ly9tsMKDvKqHu8
  STONE AXE  ,1,flimsy axe,3,wood,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,101,285,RYD96qHETZn2ex3EP
  iron garden chair  ,3,iron nugget,,,,,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,900,64,GTMdcZkxvPs6tDdQZ
  pansy table  ,5,yellow pansies,3,hardwood,,,,,,,,,NFS,200,NA,Normal villagers,,50,1.0.0,Housewares,3505,516,7iYZ6YuJGjETcGF8A
