Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
rock guitar,Sunburst,NA,Emblem logo,Sticker area,No,No,Yes,2,3100,775,Orange,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_0_4,0_4,1644,LiDrdxgmRKvkhxJXf
wooden table,Dark wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Brown,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_3_1,3_1,3439,BxX3sMwbkdbLALter
acoustic guitar,Natural,Body,NA,NA,Yes,Yes,No,5,NFS,3210,Beige,Brown,1x1,NA,Crafting,,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrAcorsticguitar_Remake_0_0,0_0,383,EpywQXABBcv2dipsP
wooden waste bin,Black,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Black,Black,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Supplies,No,Does not play music,No lighting,Not for sale,FtrTrashboxWood_Remake_4_0,4_0,3490,zX72k8gTnt7nqQae7
destinations signpost,White,Color,NA,NA,Yes,Yes,No,2,NFS,1440,White,White,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_1_0,1_0,4309,Hz4JHYYtXD3CSJBCE
stall,Natural,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_4,0_4,3617,tnKqxJxwnwP7YqnDD
refrigerator,Brown,NA,Rock,Sticker area,No,No,Yes,2,5100,1275,Brown,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_5_2,5_2,2713,KtFMiwPfSwZu7AKfZ
poolside bed,Dark brown,NA,White,Bed mat,No,No,Yes,2,3400,850,Brown,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,expensive,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrPoolsidebed_Remake_2_0,2_0,4102,h2Ta2wMZybZyyaT4t
kimono stand,NA,NA,Checkered,Kimono,No,No,Yes,2,3200,800,Beige,Red,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrKimonostand_Remake_0_0,0_0,7682,yKSNyMyiFkZp7tLzL
log bed,White wood,Lumber type,Southwestern flair,Bedding,Yes,Yes,Yes,6,NFS,3600,Beige,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_2_0,2_0,4041,5nWo3nyNndc5HQ7Ax
outdoor bench,White,NA,Orange,Seat,No,No,Yes,1,1300,325,Gray,Orange,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_0_4,0_4,3947,PunXRWi3WqLEotLWK
blue corner,NA,NA,Green,Ring curtain,No,No,Yes,3,6100,1525,White,Green,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerBlue_Remake_0_0,0_0,7150,LAwYSrH2Wf2a27boC
wooden stool,White wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,NFS,480,White,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_3,1_3,3449,9x2aAcbcw9N5L4nm8
bunk bed,Yellow,NA,Space,Bedding,No,No,Yes,2,5000,1250,Yellow,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_3,5_3,8298,aqWS4NuGQrJyPsrok
rocket,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,White,Red,2x1,NA,Crafting,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrRocket,NA,1441,KkcXfWMrSimkgeyAT
double-door refrigerator,White,NA,NA,NA,No,No,No,NA,60000,15000,White,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigeratorDoubledoor_Remake_1_0,1_0,4109,3JgqHzKRyJgqfoZBv
diner sofa,Aquamarine,NA,NA,NA,No,No,No,NA,3500,875,Green,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_3_0,3_0,4141,matmtK77Y7Ng7DnwP
basketball hoop,Green,NA,NA,NA,No,No,No,NA,11000,2750,Green,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,school,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrBasketgoal_Remake_1_0,1_0,4226,2s5mgpJK6H9B4Jc9v
outdoor bench,Green,NA,Black,Seat,No,No,Yes,1,1300,325,Green,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_2_1,2_1,3947,BuvW9EPysyqffsZmv
long bathtub,White,NA,NA,NA,No,No,No,NA,7800,1950,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtub_Remake_0_0,0_0,4080,8jzYuuHWZ8PkcCy48
phone box,White,NA,NA,NA,No,No,No,NA,NFS,12000,White,White,1x1,2400,Nook Miles Shop,,1.0.0,school,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Emission,Not for sale,FtrTelephonebox_Remake_5_0,5_0,1185,sSZEqnQoD9LxBakNS
vacuum cleaner,Red,NA,NA,NA,No,No,No,NA,3800,950,Red,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleaner_Remake_0_0,0_0,907,F2LFSJRkJemabPMZx
electric bass,Deep ocean,NA,NA,NA,No,No,No,NA,82000,20500,Blue,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricbass_Remake_4_0,4_0,1804,aSE7mg2wix33Y95wK
plastic pool,Pink,NA,NA,NA,No,No,No,NA,3100,775,Pink,Purple,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrGardenpool_Remake_1_0,1_0,3348,RdGvbyLB8oQio6Nh8
antique bureau,Black,NA,NA,NA,No,No,No,NA,20000,5000,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrAntiqueBureau_Remake_2_0,2_0,3956,nTM9BgbxMArEAuPda
billiard table,Green,NA,NA,NA,No,No,No,NA,77000,19250,Green,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,facility,None,None,No,Sports,No,Does not play music,No lighting,For sale,FtrBilliard_Remake_0_0,0_0,863,RkPFuXP68xp7rKQE2
wooden-block stereo,Colorful,Block color,NA,NA,Yes,Yes,No,4,NFS,2460,Yellow,Colorful,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Audio,No,Hi-fi,No lighting,Not for sale,FtrBlockCompo_Remake_2_0,2_0,3205,Ke3wjzKgg4jvuy8QX
drum set,Evergreen,NA,Glossy black,Bass drum head,No,No,Yes,2,5600,1400,Green,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_6_1,6_1,1803,wbq89Csv4yFKDzb5h
tea table,Orange wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1440,Orange,Orange,2x2,NA,Crafting,,1.0.0,zen-style,living room,None,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrDiningtableJapan_Remake_2_0,2_0,739,eBQinHrS9MqFpXgoH
clothesline pole,Blue,NA,Plain,Drying shirt,No,No,Yes,1,1100,275,Light blue,White,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_0,1_0,1778,3Z6RxYv5S3MN3L4Xt
office desk,White,NA,NA,NA,No,No,No,NA,3600,900,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,No,Desk,No,Does not play music,No lighting,For sale,FtrOfficeTable_Remake_0_0,0_0,840,ExYib9GyTi9y6sSzh
frozen tree,Ice orange,Illumination,NA,NA,Yes,Yes,No,7,NFS,8200,Orange,Orange,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceTree_Remake_4_0,4_0,3504,pQduKcrumfhtgzgQM
wedding bench,Garden,Design,NA,NA,No,Yes,No,2,3500,875,Yellow,Yellow,2x1,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrWeddingChairL_Remake_2_0,2_0,12401,6BAuHYtjAALsN9zBi
wooden chair,Blue,Paint color,NA,NA,Yes,Yes,No,1,NFS,720,Blue,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenChairS_Remake_6_0,6_0,1913,b8d55qMbtRegzFvoG
changing room,Brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Orange,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_5,2_5,1816,dbFPyRHSv7PSBbxYm
log dining table,White wood,Lumber type,Geometric print,Placemats,Yes,Yes,Yes,4,NFS,1800,Beige,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_2_2,2_2,4040,PhGckxSnwG7xoei2J
natural garden table,Natural,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,Beige,Black,2x2,NA,Crafting,,1.0.0,garden,None,None,natural,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrGardenTableNatural_Remake_0_0,0_0,3396,85aQ83vYty7KyApgu
crescent-moon chair,Green,Color,NA,NA,Yes,Yes,No,7,NFS,8500,Green,Yellow,2x1,NA,Crafting,,1.0.0,space,fancy,stars,None,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_1_0,1_0,6829,Q9onKzC2L9Sx4fKvc
tankless toilet,Black,NA,NA,NA,No,No,No,NA,4100,1025,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Toilet,No,Does not play music,No lighting,For sale,FtrWCTankless_Remake_4_0,4_0,2776,sXQs9fXn37og9s375
synthesizer,Brown,NA,NA,NA,No,No,No,NA,66000,16500,Brown,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrSynthesizer_Remake_5_0,5_0,1171,fNy9osK4bmyrrMaoZ
fountain,Gray,Color,NA,NA,Yes,Yes,No,7,NFS,11700,Gray,Gray,3x3,NA,Crafting,,1.0.0,garden,facility,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrFountain_Remake_0_0,0_0,8031,yfGHnLgyM5KWn5pi5
tall lantern,White,Stone,NA,NA,Yes,Yes,No,4,NFS,2700,White,White,1x1,NA,Crafting,,1.0.0,zen-style,None,None,None,Yes,Japanese Style,Yes,Does not play music,Candle,Not for sale,FtrStonelantern_Remake_1_0,1_0,676,3Wwq6BdHnomxrGiSZ
birdcage,Blue,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Blue,Green,1x1,NA,Crafting,,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,Not for sale,FtrBirdcage_Remake_2_0,2_0,865,PpryFs7RTYyZFYZoF
wooden simple bed,White wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_0,1_0,2605,m7EcRvtLMfWEgWp2J
ironwood bed,Walnut,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_1,2_1,3200,7WGKxApJbqkGL5Lkh
flat garden rock,NA,NA,NA,NA,Yes,No,No,NA,NFS,3000,Gray,Gray,2x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrGardenrockLow,NA,12206,QGJxqYgMSPYCnbN9D
doghouse,Red,Paint color,NA,NA,Yes,Yes,No,3,NFS,2040,Red,White,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Animal,Yes,Does not play music,No lighting,Not for sale,FtrDoghouse_Remake_3_0,3_0,1799,GzLQ5qFvYb6yGp6ry
velvet stool,NA,NA,NA,NA,No,No,No,NA,1000,250,Red,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,music,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPianoStool,NA,8465,ypFx2ihzrHqNpH2qF
wedding welcome board,Cute,Easel,Message,Board,No,Yes,Yes,2,1500,375,Pink,Pink,1x1,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Shop,No,Does not play music,No lighting,Not for sale,FtrWeddingBoard_Remake_0_0,0_0,12410,4HgEuCMwa6jv42HSj
imperial low table,Red,NA,NA,NA,No,No,No,NA,3700,925,Red,Red,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Table,No,Does not play music,No lighting,For sale,FtrOrientalTableM_Remake_0_0,0_0,3974,TLKNgkKmfsBtZnPw5
upright locker,Black,NA,None,Sticker area,No,No,Yes,2,3700,925,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_2_0,2_0,833,m6hmBjqNxsBSnD3Ai
chalkboard,Foreign language,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,No,Does not play music,No lighting,For sale,FtrBlackboard_Remake_2_0,2_0,2012,DAxx3aBrTRzKjNioy
garbage bin,White,NA,NA,NA,No,No,No,NA,1000,250,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,None,None,Trash,Supplies,Yes,Does not play music,No lighting,For sale,FtrPaleCaster_Remake_4_0,4_0,9767,QCH62LoG94LRyheK8
doghouse,Blue,Paint color,NA,NA,Yes,Yes,No,3,NFS,2040,Blue,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Animal,Yes,Does not play music,No lighting,Not for sale,FtrDoghouse_Remake_2_0,2_0,1799,sudGbdjxgLFWnFYiN
bunk bed,Silver,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Gray,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_4,0_4,8298,x4rNR2XC2rRQg25SG
wooden simple bed,White wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_2,1_2,2605,Td8mesmoSsEuH8tMP
simple DIY workbench,NA,NA,NA,NA,Yes,No,No,NA,NFS,1350,Brown,Colorful,1.5x1.5,NA,Crafting,,1.0.0,outdoors,garden,None,None,Workbench,Work Bench,Yes,Does not play music,No lighting,Not for sale,FtrWorkbenchStump,NA,7142,o3Jm6psSeRbrkivZ9
handcart,Green,NA,NA,NA,No,No,No,NA,1900,475,Green,Brown,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,For sale,FtrHandcart_Remake_0_0,0_0,7229,PMRXt7GGkMzDucHhd
log decorative shelves,Orange wood,Lumber type,Southwestern flair,Mat,Yes,Yes,Yes,4,NFS,1560,Orange,Colorful,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_1_1,1_1,4036,bFSjAhDG2LhSFDubG
diner mini table,Pink,NA,NA,NA,No,No,No,NA,1600,400,Gray,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableS_Remake_4_0,4_0,4441,7e45WKKjovm3uSCWj
upright locker,White,NA,Cute,Sticker area,No,No,Yes,2,3700,925,White,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_1_2,1_2,833,MiCE6mgr4GZLCM8gY
beach chair,Orange,NA,NA,NA,No,No,No,NA,920,230,Orange,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_3_0,3_0,664,HaJrTWRsfd9QYTA4K
shell arch,Pearl,Shell color,NA,NA,Yes,Yes,No,7,NFS,12360,White,White,3x1,NA,Crafting,,1.0.0,ocean,expensive,shell,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrShellArch_Remake_5_0,5_0,3977,3YKjQDhpKgxxeZdpR
diner dining table,Aquamarine,NA,NA,NA,No,No,No,NA,6400,1600,Gray,Light blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_3_0,3_0,4142,tQ7cE6BZZngRXf4EC
leaf stool,Brown,Color,NA,NA,Yes,Yes,No,3,NFS,1560,Brown,Beige,1x1,NA,Crafting,,1.0.0,child's room,fancy,tree's bounty or leaves,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrFallenleavesChairS_Remake_0_0,0_0,7390,35Y88uTbmZLHtJ9QX
park clock,Silver,NA,NA,NA,No,No,No,NA,NFS,12000,Gray,White,1x1,2400,Nook Miles Shop,,1.0.0,garden,None,None,None,Yes,Clock,Yes,Does not play music,No lighting,Not for sale,FtrParkclock_Remake_1_0,1_0,3595,RcDvXPw6pLeErBM55
popcorn machine,Green,NA,NA,NA,No,No,No,NA,4900,1225,Green,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,party,None,None,Yes,Shop,Yes,Does not play music,No lighting,For sale,FtrPopcornmachine_Remake_1_0,1_0,1092,pkEthRJe2C8njZnMg
outdoor table,Red,NA,Orange,Table,No,No,Yes,1,2200,550,Red,Orange,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_4_4,4_4,3946,FmHrzvWYoW9apJYBz
wooden mini table,Pink wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_0,7_0,7133,mJFnWtLfD5dafCn26
menu chalkboard,Dark brown,NA,NA,NA,No,No,No,NA,1800,450,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Yes,Does not play music,No lighting,For sale,FtrMenuboard_Remake_1_0,1_0,1866,9fhe3AGZWHmHBafLX
double-door refrigerator,Red,NA,NA,NA,No,No,No,NA,60000,15000,Red,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigeratorDoubledoor_Remake_3_0,3_0,4109,qJdb2G7ruCmuijzZ6
parabolic antenna,Plain,NA,NA,NA,No,No,No,NA,NFS,20000,White,White,3x3,4000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,Not for sale,FtrParabolicantenna_Remake_0_0,0_0,2352,R6hrizhT7cPHgWu3D
simple panel,White,NA,Pegboard,Panel design,No,No,Yes,1,810,202,White,Brown,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_2_2,2_2,5338,2gysFgJKHxSXrHv9u
imperial partition,Black,NA,NA,NA,No,No,No,NA,5000,1250,Black,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,No,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_3_0,3_0,3971,YtGYc4r4r6aabaxim
iron garden bench,White,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,White,White,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_4_0,4_0,1625,Z355Gu5i6WEjTHdAA
lily record player,White,Flower color,NA,NA,Yes,Yes,No,5,NFS,3010,White,Green,1x1,NA,Crafting,,1.0.0,fancy,None,flowers,None,Yes,Audio,No,Phono,No lighting,Not for sale,FtrFlowerRecordplayer_Remake_0_0,0_0,7236,ZicofnwgX89Tv54bu
shower booth,White,NA,NA,NA,No,No,No,NA,110000,27500,White,White,1.5x1.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrShowerboothSquare_Remake_0_0,0_0,4015,vxmeCxPXbWQ6FqxfJ
big festive tree,Red,Design,NA,NA,Yes,Yes,No,5,NFS,3200,Green,Red,2x2,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrTreeXmasL_Remake_2_0,2_0,3966,rNhWyEbaBdWbhMdsF
tea table,Red wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1440,Brown,Brown,2x2,NA,Crafting,,1.0.0,zen-style,living room,None,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrDiningtableJapan_Remake_4_0,4_0,739,azja64xGgHLpBRpby
log dining table,White wood,Lumber type,Southwestern flair,Placemats,Yes,Yes,Yes,4,NFS,1800,Beige,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_2_1,2_1,4040,E9f9KYDrijzxm642f
tool cart,Blue,NA,NA,NA,No,No,No,NA,2400,600,Blue,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrToolcart_Remake_4_0,4_0,7528,NyiNfBL3f8v3kfoFe
wooden chest,Dark wood,Paint color,NA,NA,Yes,Yes,No,3,NFS,1920,Brown,Brown,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrWoodenChest_Remake_3_0,3_0,2560,EkHqiuxNG4J7CtySg
refrigerator,Yellow,NA,Rock,Sticker area,No,No,Yes,2,5100,1275,Yellow,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_3_2,3_2,2713,LFLkdEnMyK3A7Fr7E
Market Place decoration,NA,NA,NA,NA,No,No,No,NA,3200,800,Green,Yellow,2x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,garden,None,None,No,Compass,No,Does not play music,No lighting,Not in catalog,FtrCompassPole,NA,12368,WzTQCv8QjsCxfwbpb
lunar lander,NA,NA,NA,NA,Yes,No,No,NA,NFS,16250,Gray,Yellow,2x2,NA,Crafting,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrModule,NA,1440,CZT8FPWE7yb2jArFy
frozen bed,Ice blue,Illumination,White,Bedding,Yes,Yes,Yes,8,NFS,9000,Blue,White,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_1_1,1_1,3502,md8ZN6vpy2EdLnXM5
