Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
wild log bench,8,hardwood,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,332,436,ZGWN8wsv7hgjbLvdM
lunar lander,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2225,386,jsL7MwKFFov5eWgcg
bamboo basket,7,bamboo piece,,,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,2409,152,y7Zjyax97JJo6k4oJ
mush low stool,2,round mushroom,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3000,220,RZwmANPWaM7jntL5R
log stakes,3,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Smug villagers,,0,1.0.0,Housewares,341,412,Wwp2YdfmcWaY9LdHK
dark tulip crown,5,black tulips,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3611,245,xJjpphgWJpHubYFET
Jingle wall,5,red ornament,5,blue ornament,5,gold ornament,5,clay,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Wallpaper,3450,291,yHZv2YNkbKzqaCich
ironwood clock,2,wood,2,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,50,1.0.0,Wall-mounted,1040,94,vWYzQ9pTSBH5Wbmmk
vaulting pole,5,softwood,,,,,,,,,,,500,200,NA,Blathers; Nook's Cranny,,0,1.0.0,Tools,121,183,osL5JbW5XpPxQZR6b
natural garden table,9,hardwood,3,iron nugget,,,,,,,,,NFS,200,NA,Tom Nook; Normal villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,375,224,gRf7qMpExewtthEWH
ornament mobile,1,red ornament,1,blue ornament,1,gold ornament,4,tree branch,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Wall-mounted,3430,433,RaotMSgnPsgG6PKLu
watering can,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,110,280,2AGD3mCFzDSDNNZoK
golden casket,8,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,200,1.0.0,Housewares,1105,569,erQLwMgyX6NwbpNmG
pile of leaves,3,pine cone,5,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2902,586,4DfamX3gvgQKPaGYi
fishing rod,1,flimsy fishing rod,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,106,282,FeccEGBoFMHyMM75Q
bonfire,1,campfire,10,wood,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,,0,1.0.0,Housewares,201,34,JxApKgoud4gfvEcwk
scattered papers,1,document stack,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,2121,463,inzHEDTLeK6KZoiqa
big festive tree,6,red ornament,6,blue ornament,4,gold ornament,5,wood,5,clay,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3404,273,xArzFHH3vK5tq4r6y
cherry lamp,10,cherry,2,clay,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Wall-mounted,1430,162,6hBjge6rn7Sxd5sr7
money flooring,50000,bells,,,,,,,,,,,NFS,200,NA,Snooty villagers,,100,1.0.0,Floors,2190,473,6HtNgH3LKjQA5kxtg
chic cosmos wreath,10,black cosmos,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3548,444,XgThrnxG75cqkssWt
tulip wand,1,red tulips,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3673,526,Hzq4v5JtEKASys3vY
zen-style stone,30,stone,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,815,568,236xGcHiXbpCRfWba
wooden chair,6,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Snooty villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,311,15,e2Z5K68fA23E9FcdT
sauna heater,6,stone,3,iron nugget,3,wood,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,810,374,LmA3DipMGKZb35bBf
grass standee,2,wood,2,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,378,582,Q7M9H8k9C9iTsWafA
rope fence,4,iron nugget,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,990,549,376NtDBZyAE9mDtSo
steamer-basket set,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Miscellaneous,2503,382,Z7Bb4ApKb6B8pNne2
pear dress,8,pear,,,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Dresses,1682,615,Gc8pnkWgCZcMbeJnk
wooden fish,3,wood,,,,,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Miscellaneous,463,193,2ZuPfoHnSXBEwWfPL
snowflake wall,12,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Wallpaper,3352,323,m8fufjb9uRvsqguGC
Bunny Day glowy garland,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wall-mounted,3731,700,o4dxxDMeguMH8zQzx
grass skirt,7,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Bottoms,1286,603,zuxKqmoD6WAAzheNq
Pisces lamp,3,star fragment,2,Pisces fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2311,399,WkqrKtCEaK8GTwQ6L
sakura-wood wall,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Wallpaper,2651,321,qweZmh7LNTLp9FDiY
orange wall,20,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Wallpaper,1350,303,8rnfwGyLMaw5FTMQb
leaf umbrella,15,clump of weeds,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Umbrellas,1282,456,DyPomQRjemr3vjDQt
modern wood wall,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Wallpaper,520,320,LqPaTaPEXdwvFhGKC
deer scare,3,bamboo piece,8,stone,3,clump of weeds,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Housewares,2408,359,Tdhp7ADcciKJj7y3H
cool pansy wreath,10,purple pansies,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3559,450,RxiJe64ebSZy3dsHg
rose wand,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3674,529,hH9qJNGJpxbY2TYTt
